filename,bug_fixes,avg_len,unique
ArrayToStringCompoundAssignmentTest.java,4,17.8,5
CompileTimeConstantExpressionMatcherTest.java,1,20.695652173913043,15
ArrayToStringNegativeCases.java,0,13.0,3
LiteralTemplateExample.java,0,14.5,2
LiteralTemplateExample.java,0,14.5,2
ArrayToString.java,8,13.0,6
GuiceAssistedParametersNegativeCases.java,0,14.333333333333334,6
JUnit3TestNotRunNegativeCase4.java,0,16.25,4
OfKind.java,0,5.5,2
GetClassOnClassNegativeCases.java,0,13.166666666666666,6
MethodReturnsTest.java,1,9.6,13
CommandLineFlagTestFile.java,0,13.0,2
TwoLinesToOneTemplateExample.java,0,9.75,4
TwoLinesToOneTemplateExample.java,0,9.75,4
UseImportPolicy.java,0,10.0,2
NonRuntimeAnnotation.java,3,13.4,5
AbstractSimpleMatcher.java,1,13.0,3
TypeArgOfMethodArgMatcher.java,1,17.5,11
PrecedenceSensitiveTemplateExample.java,0,18.5,2
PrecedenceSensitiveTemplateExample.java,0,18.5,2
DivZero.java,4,13.0,6
UNewClassTest.java,0,10.0,4
CompilationTestHelperTest.java,4,35.5,28
ConstructorMatcherImpl.java,1,9.285714285714286,6
HeldLockAnalyzer.java,3,11.595238095238095,74
GuardedByValidator.java,2,11.666666666666666,6
IllegalGuardedBy.java,0,13.0,3
CodeTransformer.java,0,10.333333333333334,3
ArrayEqualsPositiveCases.java,0,6.3125,11
LongLiteralLowerCaseSuffixTest.java,6,16.375,8
DaggerProvidesNullTest.java,1,13.9,10
ProtoFieldPreconditionsCheckNotNullTest.java,2,18.6,5
SelfEquals.java,9,9.333333333333334,21
FinallyPositiveCase1.java,0,5.909090909090909,11
ProtoFieldPreconditionsCheckNotNull.java,0,16.47826086956522,19
JUnit4SetUpNotRunTest.java,3,17.666666666666668,6
StaticFieldTemplateExample.java,0,11.0,3
StaticFieldTemplateExample.java,0,11.0,3
TemplateIntegrationTest.java,0,13.481481481481481,54
CheckReturnValueTest.java,8,20.02857142857143,35
UAssign.java,0,8.875,8
CollectionIncompatibleTypeTest.java,1,18.0,10
ProtoTest.java,0,14.716346153846153,92
DescriptionBasedDiffTest.java,1,8.375,11
UAssignOpTest.java,0,11.333333333333334,3
BugPattern.java,20,9.804347826086957,44
TypePredicates.java,1,11.090909090909092,9
MissingFailPositiveCases.java,0,18.6,19
UConditional.java,0,12.222222222222221,9
ComparisonChainTemplateExample.java,0,15.4,3
ComparisonChainTemplateExample.java,0,15.4,3
UClassIdentTest.java,0,11.4,5
UMemberSelectTest.java,0,9.416666666666666,11
UMethodInvocation.java,0,11.2,9
PlaceholderUnificationVisitor.java,0,9.0,61
PlaceholderTemplate.java,0,14.166666666666666,6
IsInstanceOfClass.java,0,8.5,19
UBlank.java,0,7.571428571428571,19
ForOverrideChecker.java,1,11.461538461538462,23
